[CR] CoubyStark,Mirage-F1EE,[CR] OuiOui 1-1,Mirage-F1EE,1
[CR] CoubyStark,Mirage-F1EE,[CR] OuiOui 1-1,Mirage-F1EE,1
[CR] CoubyStark,Mirage-F1EE,[CR] OuiOui 1-1,Mirage-F1EE,1
[CR] CoubyStark,Mirage-F1EE,[CR] OuiOui 1-1,Mirage-F1EE,1
[CR] Madmat,FA-18C_hornet,[CR] OuiOui 1-1,FA-18C_hornet,1
[CR] Madmat,FA-18C_hornet,[CR] OuiOui 1-1,FA-18C_hornet,1
[CR] Madmat,FA-18C_hornet,[CR] CoubyStark,FA-18C_hornet,0
[LD_E] Noz,Mirage-F1EE,CoubyStark,FA-18C_hornet,1
[LD_E] Noz,Mirage-F1EE,CoubyStark,FA-18C_hornet,1
[LD_E] Noz,Mirage-F1EE,CoubyStark,FA-18C_hornet,0
[LD_E] Noz,Mirage-F1EE,CoubyStark,FA-18C_hornet,0
[LD_E] Noz,Mirage-F1EE,CoubyStark,FA-18C_hornet,0
[LD_E] Noz,Mirage-F1EE,CoubyStark,FA-18C_hornet,0
VALTA,F-16C_50,[CR] Madmat,FA-18C_hornet,0
CoubyStark,FA-18C_hornet,[CR] Madmat,FA-18C_hornet,1
CoubyStark,FA-18C_hornet,[CR] Madmat,FA-18C_hornet,1
VALTA,F-16C_50,[LD_E] Noz,F-16C_50,0
[EA11]-R2D2,FA-18C_hornet,<F=A=F>A2fou,F-16C_50,0
[EA11]-R2D2,FA-18C_hornet,<F=A=F>A2fou,F-16C_50,0
[EA11]-R2D2,FA-18C_hornet,<F=A=F>A2fou,F-16C_50,0
[EA11]-R2D2,FA-18C_hornet,<F=A=F>A2fou,F-16C_50,0
[EA11]-R2D2,FA-18C_hornet,<F=A=F>A2fou,F-16C_50,0
[EA11]-R2D2,FA-18C_hornet,<F=A=F>A2fou,F-16C_50,0
[EA11]-R2D2,FA-18C_hornet,<F=A=F>A2fou,F-16C_50,0
[EA11]-R2D2,FA-18C_hornet,<F=A=F>A2fou,F-16C_50,0
[EA11]-R2D2,FA-18C_hornet,<F=A=F>A2fou,F-16C_50,0
[EA11]-R2D2,FA-18C_hornet,<F=A=F>A2fou,F-16C_50,0
[EA11]-R2D2,FA-18C_hornet,<F=A=F>A2fou,F-16C_50,0
[EA11]-R2D2,FA-18C_hornet,<F=A=F>A2fou,F-16C_50,0
[EA11]-R2D2,FA-18C_hornet,<F=A=F>A2fou,F-16C_50,0
